,sex,age,race,decile_score,v_decile_score,priors_count,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,vr_charge_degree
6339,Male,38,Caucasian,1,1,0,,-1,,0,
6340,Male,52,African-American,4,3,0,(F3),0,,0,
6341,Male,28,Caucasian,7,6,5,(M1),0,,0,
6342,Male,20,African-American,3,6,0,(F7),0,,0,
6343,Female,55,Caucasian,6,1,0,,-1,,0,
6344,Male,21,African-American,10,6,2,(F3),1,(M1),0,
6345,Male,26,Caucasian,3,3,0,(F3),0,,0,
6346,Female,31,African-American,2,2,0,(F2),0,,0,
6347,Female,64,Hispanic,1,1,0,(M1),0,,0,
6348,Male,22,African-American,8,9,4,(F3),0,,0,
6349,Male,29,Hispanic,3,1,0,,-1,,0,
6350,Male,57,African-American,1,1,0,(M1),0,,0,
6351,Female,61,Caucasian,3,1,8,(F3),1,(M1),0,
6352,Male,29,Caucasian,3,3,0,,-1,,0,
6353,Male,35,Hispanic,1,2,3,(F3),1,(M1),1,(M1)
6354,Male,54,Caucasian,5,5,13,(F3),0,,0,
6355,Male,25,Hispanic,8,8,9,(M1),0,,0,
6356,Male,54,African-American,6,3,3,(F3),1,(M2),0,
6357,Male,39,Caucasian,3,2,0,(F3),0,,0,
6358,Male,24,African-American,7,7,1,(F3),0,,0,
6359,Female,29,Hispanic,4,2,0,(F2),1,(M2),1,(F2)
6360,Male,23,African-American,8,7,2,(F3),0,,0,
6361,Male,50,African-American,8,3,26,(F3),0,,0,
6362,Male,48,African-American,9,4,8,(F3),1,(F3),0,
6363,Male,42,African-American,7,4,0,,-1,,0,
6364,Male,30,African-American,7,3,6,(M1),1,(M1),0,
6365,Male,26,African-American,10,10,10,(F3),1,(M2),0,
6366,Male,36,Caucasian,5,3,2,(F3),0,,0,
6367,Female,25,Other,3,3,0,,-1,,0,
6368,Male,37,African-American,9,8,12,(F3),1,(M1),0,
6369,Male,26,African-American,6,3,4,(F2),1,(M1),1,(F1)
6370,Male,29,African-American,10,9,7,(M2),1,(F2),0,
6371,Male,46,Caucasian,1,1,0,,-1,,0,
6372,Male,26,African-American,6,5,1,(M1),1,(M1),0,
6373,Male,60,African-American,1,1,2,(F3),0,,0,
6374,Male,27,Caucasian,7,6,2,(F3),1,(M1),0,
6375,Male,41,African-American,7,5,16,(F3),1,(M2),0,
6376,Male,22,Caucasian,6,7,1,(F3),0,,0,
6377,Male,28,African-American,7,8,3,(F3),0,,0,
6378,Male,33,African-American,6,4,13,(F3),1,(M2),0,
6379,Male,28,African-American,2,3,2,(F3),1,(M1),0,
6380,Male,55,Caucasian,1,1,0,(M1),1,(F3),1,(F3)
6381,Male,21,African-American,8,7,6,(F2),1,(M1),0,
6382,Male,30,African-American,7,4,1,(F3),0,,0,
6383,Male,28,Hispanic,3,2,2,(F7),1,(M2),1,(M1)
6384,Female,22,Hispanic,2,4,0,(M1),0,,0,
6385,Female,24,African-American,6,5,2,(M1),0,,0,
6386,Female,29,Caucasian,7,2,6,(F3),1,(M2),0,
6387,Male,45,African-American,1,1,5,(F3),0,,0,
6388,Male,24,African-American,8,6,2,(M2),1,(F2),0,
6389,Male,50,African-American,1,1,12,(F3),1,(M1),0,
6390,Male,24,African-American,6,6,1,(M1),1,(F3),1,(F3)
6391,Male,47,African-American,2,3,1,(F3),0,,0,
6392,Male,57,Caucasian,1,1,1,(M1),0,,0,
6393,Male,54,Caucasian,1,1,6,(F2),0,,0,
6394,Male,40,Caucasian,1,1,2,(F3),0,,0,
6395,Female,42,Caucasian,2,1,0,(M1),0,,0,
6396,Male,35,Caucasian,3,2,5,(F3),0,,0,
6397,Male,30,African-American,4,2,0,(F3),1,(M2),0,
6398,Male,53,Caucasian,1,1,1,(F2),0,,0,
6399,Female,31,African-American,3,2,2,(M2),0,,0,
6400,Male,34,African-American,1,1,0,(M1),0,,0,
6401,Male,25,Caucasian,3,3,0,(F3),0,,0,
6402,Male,83,Caucasian,1,1,4,(F2),0,,0,
6403,Male,46,Hispanic,6,7,15,(F3),0,,0,
6404,Male,35,African-American,4,3,1,(M2),0,,0,
6405,Male,25,Hispanic,6,3,0,,-1,,0,
6406,Male,31,African-American,2,2,0,(F3),1,(F3),0,
6407,Male,24,Caucasian,2,3,0,,-1,,0,
6408,Female,32,Hispanic,5,2,0,,-1,,0,
6409,Male,23,Other,10,10,4,(F3),0,,0,
6410,Male,47,African-American,4,2,9,(F3),1,(F3),0,
6411,Male,31,Hispanic,6,2,4,(F3),0,,0,
6412,Male,50,African-American,8,5,0,,0,,0,
6413,Male,35,Asian,1,1,1,(F3),0,,0,
6414,Female,27,African-American,4,3,0,(F3),0,,0,
6415,Female,24,African-American,5,4,3,(F3),0,,0,
6416,Male,28,Caucasian,2,2,0,(M1),0,,0,
6417,Male,24,African-American,9,5,9,(M2),1,(M1),0,
6418,Male,42,African-American,4,3,0,,-1,,0,
6419,Female,22,African-American,9,8,2,(F2),0,,0,
6420,Male,58,African-American,6,9,12,(M1),0,,0,
6421,Male,45,Hispanic,1,1,1,(M1),0,,0,
6422,Female,30,African-American,2,2,2,(F3),0,,0,
6423,Male,30,Other,8,3,5,(M2),1,(M2),0,
6424,Male,36,African-American,2,3,4,(M2),0,,0,
6425,Female,43,Caucasian,10,4,22,(MO3),1,(F3),0,
6426,Male,20,African-American,6,8,0,(M1),0,,0,
6427,Male,50,African-American,1,1,0,(M1),0,,0,
6428,Female,24,Other,4,3,2,(F3),1,(F2),1,(F2)
6429,Female,42,Caucasian,5,1,3,(F3),0,,0,
6430,Female,29,Caucasian,7,5,1,(F3),1,(F3),0,
6431,Female,28,Hispanic,3,3,2,(F3),0,,0,
6432,Male,36,Caucasian,2,1,0,(M1),0,,0,
6433,Male,31,Hispanic,1,1,0,(M2),0,,0,
6434,Male,78,Caucasian,4,2,0,,-1,,0,
6435,Male,29,African-American,5,6,4,(F3),0,,0,
6436,Male,25,African-American,9,6,5,(F3),1,(M1),1,(M1)
6437,Female,35,Caucasian,6,3,0,,-1,,0,
6438,Male,36,African-American,5,3,4,(F2),0,,0,
6439,Male,24,African-American,5,7,1,(M2),1,(M1),0,
6440,Male,28,Caucasian,5,4,5,(F3),0,,0,
6441,Male,29,Caucasian,5,3,0,,-1,,0,
6442,Male,25,African-American,8,5,1,(M2),0,,0,
6443,Male,31,Caucasian,1,1,0,(M1),1,(M1),1,(M1)
6444,Male,23,African-American,4,6,0,(F3),0,,0,
6445,Male,29,Caucasian,6,3,4,(M1),1,(M2),1,(M1)
6446,Male,51,African-American,5,7,11,(M1),1,(M2),0,
6447,Male,34,African-American,5,3,1,(F3),0,,0,
6448,Male,29,African-American,2,4,12,(F3),1,(F3),0,
6449,Male,39,African-American,8,4,11,(M1),0,,0,
6450,Male,39,African-American,10,6,13,(F3),1,(M1),0,
6451,Male,53,African-American,6,1,0,,-1,,0,
6452,Female,20,African-American,4,5,0,(M1),0,,0,
6453,Female,24,African-American,5,3,4,(M1),0,,0,
6454,Male,35,Caucasian,6,3,0,(F3),0,,0,
6455,Female,36,Hispanic,2,1,0,(M2),0,,0,
6456,Male,59,African-American,6,2,15,(M1),1,(M2),0,
6457,Male,19,African-American,9,9,0,(F3),0,,0,
6458,Male,25,Caucasian,1,2,3,(F3),0,,0,
6459,Male,23,African-American,8,8,3,(F3),1,(M2),1,(F2)
6460,Male,31,African-American,8,3,15,(F3),0,,0,
6461,Male,34,Other,2,1,2,(F3),0,,0,
6462,Female,28,African-American,2,2,0,(M1),0,,0,
6463,Male,53,Caucasian,1,1,0,(M1),0,,0,
6464,Male,34,African-American,7,5,12,(F3),0,,0,
6465,Female,63,African-American,1,1,1,(F3),0,,0,
6466,Male,21,Other,4,6,0,(F3),1,(M2),0,
6467,Female,21,African-American,7,6,0,(F3),1,(F2),1,(F2)
6468,Male,47,Caucasian,9,3,28,(F3),1,(M1),0,
6469,Male,25,Other,4,3,3,(F3),0,,0,
6470,Male,34,African-American,5,2,7,(F3),1,(M1),0,
6471,Female,42,Caucasian,2,2,0,(M2),0,,0,
6472,Male,43,African-American,1,1,1,(M2),0,,0,
6473,Male,22,African-American,4,5,0,(F3),0,,0,
6474,Male,58,Caucasian,5,3,4,(F3),1,(M1),1,(M1)
6475,Female,40,Hispanic,3,1,4,(F3),1,(M2),0,
6476,Male,20,African-American,5,8,1,(M1),0,,0,
6477,Male,36,African-American,8,7,16,(F3),1,(M1),0,
6478,Female,23,African-American,4,4,0,(M1),1,(M1),1,(M1)
6479,Male,34,African-American,2,1,5,(F3),1,(M2),0,
6480,Male,56,Caucasian,2,1,13,(F3),0,,0,
6481,Female,52,Caucasian,1,1,0,(F2),0,,0,
6482,Male,56,African-American,2,1,0,(F3),0,,0,
6483,Male,53,Caucasian,1,1,1,(F3),0,,0,
6484,Female,37,African-American,1,1,0,(M2),0,,0,
6485,Female,50,Caucasian,1,1,0,(M1),0,,0,
6486,Male,25,African-American,2,3,1,(F3),1,(M2),0,
6487,Male,22,African-American,5,5,0,(F3),1,(M2),1,(M2)
6488,Female,43,Caucasian,1,1,0,(M1),1,(M1),1,(M1)
6489,Male,30,Caucasian,2,2,1,(M1),0,,0,
6490,Male,25,African-American,7,4,3,(F3),0,,0,
6491,Male,22,African-American,7,5,0,,-1,,0,
6492,Male,29,Asian,1,2,0,(F3),0,,0,
6493,Male,24,Caucasian,2,3,0,(F3),0,,0,
6494,Male,29,African-American,8,3,7,(M1),1,(M1),1,(F2)
6495,Female,27,Caucasian,3,3,3,(F3),0,,0,
6496,Female,20,African-American,9,10,1,(F2),0,,0,
6497,Female,24,Caucasian,4,5,0,(F3),0,,0,
6498,Female,74,African-American,1,1,0,(F3),0,,0,
6499,Male,27,African-American,7,5,8,(M1),1,(F3),1,(M1)
6500,Male,37,Hispanic,2,1,1,(F3),1,(M1),0,
6501,Male,39,African-American,10,9,8,(F3),1,(MO3),0,
6502,Male,29,Caucasian,2,3,5,(F3),0,,0,
6503,Male,26,Caucasian,9,3,3,(F3),0,,0,
6504,Male,25,African-American,3,4,0,(M1),1,(M2),0,
6505,Female,35,African-American,3,3,5,(F3),0,,0,
6506,Female,44,African-American,1,1,0,(M1),0,,0,
6507,Male,45,African-American,4,4,17,(F3),0,,0,
6508,Male,29,African-American,6,5,1,(M1),1,(M1),0,
6509,Male,36,Caucasian,2,1,1,(F3),0,,0,
6510,Male,61,African-American,4,2,13,(F3),1,(M2),0,
6511,Male,26,Caucasian,4,7,2,(F3),0,,0,
6512,Male,30,Hispanic,9,8,7,(F3),0,,0,
6513,Male,34,Caucasian,5,3,3,(M1),0,,0,
6514,Male,50,Caucasian,1,1,0,,-1,,0,
6515,Male,28,African-American,5,5,1,(M1),0,,0,
6516,Male,29,Caucasian,6,3,1,(F3),0,,0,
6517,Female,26,African-American,5,4,1,(F3),0,,0,
6518,Female,39,Caucasian,6,3,11,(F3),1,(F3),0,
6519,Male,22,African-American,4,6,3,(F3),1,(M1),0,
6520,Male,28,Caucasian,4,3,4,(F2),0,,0,
6521,Male,28,Caucasian,3,2,0,(F3),0,,0,
6522,Male,51,Caucasian,1,1,1,(F3),1,(M2),1,(F3)
6523,Female,35,Hispanic,2,1,0,(M1),0,,0,
6524,Female,23,African-American,2,3,0,(M1),0,,0,
6525,Male,29,African-American,6,8,6,(F3),1,(M1),0,
6526,Male,20,Other,3,5,0,(F3),1,(M1),0,
6527,Male,60,Caucasian,1,1,0,(F1),0,,0,
6528,Male,24,African-American,9,9,1,(MO3),1,(M1),0,
6529,Male,21,African-American,2,5,0,(F3),0,,0,
6530,Female,23,Hispanic,4,6,2,(M1),0,,0,
6531,Female,33,African-American,7,5,5,(F3),0,,0,
6532,Male,21,Caucasian,3,6,1,(F2),1,(M2),0,
6533,Male,59,Caucasian,1,1,3,(M1),0,,0,
6534,Male,26,Caucasian,4,3,4,(F3),1,(M1),1,(M1)
6535,Male,36,Caucasian,1,1,0,,1,(M2),0,
6536,Male,38,Other,1,1,2,(F3),0,,0,
6537,Male,23,African-American,5,6,0,(M1),0,,0,
6538,Male,19,Caucasian,9,9,5,(M2),1,(F3),0,
6539,Male,60,Caucasian,2,1,5,(M1),0,,0,
6540,Female,28,African-American,3,3,0,,-1,,0,
6541,Male,52,Native American,2,1,4,(M1),0,,0,
6542,Male,26,Other,4,5,2,(F3),0,,0,
6543,Male,28,Hispanic,8,6,2,(F3),0,,0,
6544,Male,23,Hispanic,5,4,2,(F2),1,(M2),0,
6545,Male,21,African-American,5,5,1,(F3),1,(M1),0,
6546,Male,52,African-American,1,1,0,(M1),1,(M2),0,
6547,Male,56,African-American,5,4,12,(F3),1,(F3),0,
6548,Male,40,Caucasian,4,3,1,(M1),0,,0,
6549,Female,48,Caucasian,4,2,8,(M1),1,(M1),0,
6550,Male,24,African-American,6,7,2,(M2),0,,0,
6551,Female,26,African-American,4,4,0,(F3),0,,0,
6552,Male,66,Other,1,1,0,,-1,,0,
6553,Female,24,African-American,3,3,1,(F3),0,,0,
6554,Male,59,African-American,6,4,5,(M2),0,,0,
6555,Male,66,Caucasian,1,1,1,(F2),1,(F2),0,
6556,Male,70,Hispanic,1,1,0,(M1),0,,0,
6557,Female,54,African-American,4,1,6,(F3),0,,0,
6558,Male,19,Caucasian,4,6,0,(F3),0,,0,
6559,Male,44,Caucasian,1,1,0,(M1),0,,0,
6560,Male,31,Caucasian,7,7,4,(M1),1,(M2),1,(M1)
6561,Male,34,Caucasian,3,2,0,(F3),1,(M1),1,(M1)
6562,Female,41,Hispanic,2,1,0,(F3),0,,0,
6563,Male,25,African-American,9,8,9,(F3),1,(M2),0,
6564,Male,60,Caucasian,8,3,2,(M2),0,,0,
6565,Male,27,Caucasian,2,3,1,(F3),0,,0,
6566,Male,54,African-American,6,3,7,(F3),0,,0,
6567,Male,47,Caucasian,4,1,2,(F3),0,,0,
6568,Male,51,African-American,8,3,12,(F3),1,(M2),1,(F3)
6569,Male,25,Caucasian,3,3,1,(F3),0,,0,
6570,Male,25,Other,2,4,0,(F3),1,(M1),1,(M1)
6571,Female,31,African-American,2,2,2,(F3),1,(M1),0,
6572,Male,44,Hispanic,1,2,2,(F3),1,(F3),1,(F3)
6573,Male,32,Hispanic,3,4,0,(F3),0,,0,
6574,Male,36,Caucasian,2,3,1,(F2),1,(M1),1,(M1)
6575,Male,77,Caucasian,1,1,3,(F2),0,,0,
6576,Male,19,African-American,6,8,0,(F3),0,,0,
6577,Male,49,Caucasian,1,1,0,(M1),0,,0,
6578,Female,36,Hispanic,1,1,0,,-1,,0,
6579,Female,25,African-American,4,4,0,,-1,,0,
6580,Male,31,African-American,7,4,0,(F3),0,,0,
6581,Male,30,Caucasian,3,3,1,(F3),0,,0,
6582,Male,29,African-American,9,6,3,(F3),1,(F3),0,
6583,Female,53,Caucasian,5,1,6,(F3),1,(MO3),0,
6584,Male,21,African-American,9,8,1,(F3),1,(F3),1,(F3)
6585,Male,21,African-American,4,6,0,(F3),0,,0,
6586,Female,27,African-American,5,4,1,(F3),1,(M2),0,
6587,Female,50,African-American,2,1,2,(F3),0,,0,
6588,Female,65,African-American,1,1,0,(F3),0,,0,
6589,Female,59,Caucasian,1,1,0,(M1),0,,0,
6590,Male,59,African-American,1,1,0,(M1),0,,0,
6591,Male,24,African-American,7,7,0,(M1),0,,0,
6592,Male,40,African-American,1,1,0,(F2),0,,0,
6593,Male,51,African-American,1,1,0,(F3),1,(M1),0,
6594,Male,34,African-American,9,4,10,(F3),1,(F3),1,(M1)
6595,Male,23,African-American,9,9,2,(F3),0,,0,
6596,Female,31,African-American,4,5,4,(F1),0,,0,
6597,Male,30,Hispanic,2,2,1,(F3),1,(F3),0,
6598,Male,52,African-American,1,1,1,(F3),0,,0,
6599,Male,29,Caucasian,4,6,1,(F3),1,(M1),0,
6600,Male,24,African-American,9,9,15,(F3),1,(F3),1,(F3)
6601,Male,38,African-American,3,1,2,(F2),1,(M1),1,(F3)
6602,Female,22,African-American,8,8,0,(F3),0,,0,
6603,Male,43,African-American,5,3,0,(F3),0,,0,
6604,Male,45,Caucasian,1,1,0,(M1),0,,0,
6605,Male,32,Caucasian,9,3,5,(F3),1,(M2),0,
6606,Male,36,African-American,1,1,0,(F3),0,,0,
6607,Male,22,African-American,10,9,3,(F1),0,,0,
6608,Male,55,African-American,1,1,0,(F3),0,,0,
6609,Male,36,African-American,10,9,18,(F3),0,,0,
6610,Male,26,African-American,2,3,2,(F2),1,(F3),0,
6611,Male,23,Caucasian,2,3,1,(M1),0,,0,
6612,Female,47,Other,1,1,0,(F3),0,,0,
6613,Male,28,Caucasian,2,2,1,(M2),1,(F3),0,
6614,Male,42,African-American,1,1,1,(M1),0,,0,
6615,Male,41,African-American,5,5,9,(F3),0,,0,
6616,Female,42,African-American,1,1,1,(F2),0,,0,
6617,Male,21,African-American,7,6,1,(F3),0,,0,
6618,Male,27,Hispanic,2,3,0,(F3),1,(F3),0,
6619,Male,32,Caucasian,1,1,1,(M2),0,,0,
6620,Male,55,Caucasian,1,1,0,,-1,,0,
6621,Male,61,Hispanic,4,1,2,(F3),1,(F3),0,
6622,Male,27,Caucasian,5,3,0,(M1),0,,0,
6623,Male,26,African-American,2,3,0,(F3),0,,0,
6624,Male,41,Hispanic,1,1,1,(M1),0,,0,
6625,Male,41,African-American,1,1,1,(F3),0,,0,
6626,Female,28,Caucasian,5,2,1,(M1),1,(F3),0,
6627,Male,58,Caucasian,4,1,1,(F3),0,,0,
6628,Male,43,African-American,5,4,0,(F3),1,(F3),0,
6629,Male,29,African-American,2,2,0,,-1,,0,
6630,Male,30,Caucasian,4,3,3,(F2),0,,0,
6631,Male,33,African-American,7,6,21,(M1),1,(M2),0,
6632,Female,55,Caucasian,1,1,0,(M2),0,,0,
6633,Male,21,Caucasian,3,5,0,(M2),0,,0,
6634,Female,32,Caucasian,1,1,0,(M1),0,,0,
6635,Male,22,African-American,4,5,1,(F3),1,(M1),0,
6636,Male,51,African-American,1,1,3,(F3),0,,0,
6637,Female,35,African-American,6,1,4,(F3),0,,0,
6638,Male,20,African-American,10,8,2,(F3),1,(M2),0,
6639,Male,35,Caucasian,3,2,2,(F3),0,,0,
6640,Male,27,African-American,3,2,1,(F3),0,,0,
6641,Male,21,African-American,5,8,0,,-1,,0,
6642,Female,37,African-American,1,1,3,(F1),0,,0,
6643,Male,28,African-American,7,7,0,(M2),1,(F3),0,
6644,Male,30,African-American,2,4,0,,-1,,0,
6645,Male,40,Caucasian,2,1,2,(F3),0,,0,
6646,Male,41,Caucasian,5,2,3,(M1),1,(F3),0,
6647,Male,24,African-American,8,8,0,(M1),1,(M1),1,(M1)
6648,Female,33,African-American,4,3,3,(M1),0,,0,
6649,Male,25,African-American,8,5,4,(F3),1,(F3),0,
6650,Female,30,Caucasian,6,5,4,(F3),0,,0,
6651,Male,20,African-American,7,6,1,(F2),1,(M2),0,
6652,Female,42,African-American,1,1,1,(F3),0,,0,
6653,Male,51,African-American,9,6,0,,-1,,0,
6654,Female,40,African-American,7,6,15,(F3),1,(F3),1,(F3)
6655,Male,39,African-American,4,1,0,(F3),1,(M1),0,
6656,Male,21,African-American,7,8,0,(F3),0,,0,
6657,Male,39,Caucasian,2,2,2,(F3),1,(F3),0,
6658,Male,24,Caucasian,2,3,0,(F3),0,,0,
6659,Male,41,African-American,1,1,0,(F3),0,,0,
6660,Male,39,African-American,4,2,1,(F3),0,,0,
6661,Male,39,Other,2,1,9,(F3),0,,0,
6662,Female,24,African-American,8,10,3,(F3),0,,0,
6663,Male,50,Hispanic,1,1,1,(M1),0,,0,
6664,Female,24,African-American,4,4,1,(F3),0,,0,
6665,Male,29,African-American,2,3,0,(M2),1,(M2),0,
6666,Male,39,African-American,10,8,35,(F3),0,,0,
6667,Male,25,Caucasian,5,7,2,(M2),1,(F2),0,
6668,Female,23,Caucasian,6,4,0,(F3),1,(M1),0,
6669,Male,22,African-American,10,10,1,(F3),1,(M1),0,
6670,Male,24,African-American,8,7,3,(F2),0,,0,
6671,Male,28,African-American,9,6,0,,-1,,0,
6672,Male,44,Caucasian,1,1,2,(M1),0,,0,
6673,Male,20,African-American,9,10,1,(F3),0,,0,
6674,Male,33,Hispanic,1,1,3,(F3),0,,0,
6675,Male,39,Caucasian,3,2,11,(F3),0,,0,
6676,Female,26,Other,7,4,4,(M1),1,(F3),1,(F3)
6677,Female,26,African-American,5,3,6,(F2),0,,0,
6678,Male,26,African-American,9,9,3,(M2),1,(M2),0,
6679,Male,27,Caucasian,8,8,5,(F3),0,,0,
6680,Female,24,African-American,6,5,3,(M2),1,(M1),0,
6681,Male,21,Caucasian,4,7,0,,-1,,0,
6682,Male,44,African-American,5,4,0,(M1),0,,0,
6683,Male,36,Caucasian,2,2,1,(F2),1,(F3),0,
6684,Male,39,Caucasian,8,5,10,(F3),1,(F3),0,
6685,Male,42,Caucasian,4,1,0,(F3),0,,0,
6686,Male,45,Caucasian,1,1,1,(M1),0,,0,
6687,Male,25,African-American,10,10,7,(F3),1,(F3),1,(M1)
6688,Female,28,Caucasian,9,6,7,(F3),0,,0,
6689,Male,33,Caucasian,2,1,0,(F3),0,,0,
6690,Male,25,Caucasian,3,4,0,(M1),0,,0,
6691,Male,50,Native American,1,1,0,(F3),0,,0,
6692,Male,32,African-American,4,2,5,(F2),0,,0,
6693,Male,23,African-American,7,5,0,(F3),0,,0,
6694,Male,39,Caucasian,5,2,0,(M1),0,,0,
6695,Male,27,African-American,8,4,12,(F3),1,(M1),1,(M1)
6696,Female,35,Caucasian,7,2,4,(M1),0,,0,
6697,Female,21,African-American,9,7,0,,-1,,0,
6698,Male,23,African-American,5,6,1,(F3),0,,0,
6699,Female,38,African-American,1,1,0,(M1),0,,0,
6700,Male,30,African-American,2,2,4,(F3),0,,0,
6701,Male,30,Caucasian,5,2,1,(F2),0,,0,
6702,Female,30,Caucasian,8,5,0,(M1),0,,0,
6703,Male,26,African-American,10,7,18,(F3),1,(F3),0,
6704,Male,29,Other,1,2,0,(F3),0,,0,
6705,Male,31,African-American,2,2,2,(F3),1,(M2),0,
6706,Female,22,Asian,6,5,0,(F2),0,,0,
6707,Female,22,Caucasian,2,3,0,(M1),0,,0,
6708,Male,24,Caucasian,4,3,3,(F3),0,,0,
6709,Female,41,Caucasian,2,1,1,(M1),0,,0,
6710,Male,34,Other,2,2,0,(F3),0,,0,
6711,Female,63,Other,1,1,0,,-1,,0,
6712,Female,25,African-American,5,4,0,(M1),0,,0,
6713,Male,32,African-American,9,8,0,,-1,,0,
6714,Female,26,Caucasian,6,4,1,(F3),0,,0,
6715,Male,69,Caucasian,1,1,0,(F3),0,,0,
6716,Male,38,African-American,7,6,2,(F3),1,(M1),0,
6717,Male,43,Caucasian,3,4,4,(F6),0,,0,
6718,Female,37,African-American,1,1,0,(M1),0,,0,
6719,Male,34,Caucasian,5,5,3,(M1),0,,0,
6720,Male,39,Caucasian,7,9,13,(F3),0,,0,
6721,Male,21,African-American,4,6,0,(F3),0,,0,
6722,Male,24,Hispanic,4,5,2,(M2),0,,0,
6723,Male,44,Hispanic,3,4,7,(F3),1,(M2),0,
6724,Male,40,Hispanic,1,2,1,(F3),0,,0,
6725,Male,38,Caucasian,1,1,1,(M1),0,,0,
6726,Female,38,Hispanic,2,1,0,(F2),0,,0,
6727,Female,31,African-American,6,5,0,(M1),0,,0,
6728,Female,29,Caucasian,2,2,0,(M1),0,,0,
6729,Male,20,Caucasian,9,10,1,(F2),1,(M1),0,
6730,Male,22,African-American,4,6,0,(F3),0,,0,
6731,Female,22,Caucasian,9,5,1,(F3),0,,0,
6732,Female,51,Hispanic,1,1,0,(M1),0,,0,
6733,Male,25,African-American,9,4,6,(F3),0,,0,
6734,Male,24,African-American,4,4,2,(M1),1,(M1),0,
6735,Female,44,African-American,7,2,4,(F3),0,,0,
6736,Male,47,African-American,8,6,0,(F3),1,(F2),1,(F2)
6737,Female,36,African-American,5,4,1,(F3),1,(M2),0,
6738,Male,21,African-American,4,6,1,(M1),0,,0,
6739,Male,32,African-American,6,7,0,,-1,,0,
6740,Male,35,African-American,1,1,4,(M2),0,,0,
6741,Male,25,African-American,10,9,3,(M1),1,(F3),0,
6742,Female,29,African-American,2,2,0,(F2),0,,0,
6743,Male,25,African-American,8,8,6,(F6),0,,0,
6744,Male,23,African-American,9,9,5,(F3),1,(MO3),1,(M1)
6745,Male,23,Other,3,4,0,(M1),0,,0,
6746,Female,24,Caucasian,10,6,0,(M1),0,,0,
6747,Male,22,Caucasian,6,4,3,(F3),0,,0,
6748,Male,35,Caucasian,2,1,2,(F3),1,(M2),0,
6749,Male,29,Caucasian,6,5,0,,-1,,0,
6750,Male,30,African-American,8,4,11,(M1),0,,0,
6751,Female,23,Hispanic,4,5,0,(M1),0,,0,
6752,Female,19,African-American,4,6,0,(M2),1,(M1),1,(M1)
6753,Male,32,Caucasian,1,2,0,(F3),1,(M1),1,(F7)
6754,Male,39,Caucasian,1,1,0,,-1,,0,
6755,Female,39,Caucasian,1,1,0,(M2),1,(M1),1,(M1)
6756,Male,30,African-American,9,6,12,(F3),1,(F1),0,
6757,Male,33,African-American,7,7,2,(F3),0,,0,
6758,Female,30,Caucasian,6,8,9,(F3),0,,0,
6759,Male,20,Caucasian,3,5,0,,1,(M2),0,
6760,Female,36,Caucasian,2,1,0,(M1),0,,0,
6761,Female,24,Caucasian,3,3,1,(M2),0,,0,
6762,Male,61,Hispanic,1,1,1,(F1),0,,0,
6763,Male,29,African-American,8,4,8,(F3),1,(M2),0,
6764,Male,54,Other,1,1,0,(M1),0,,0,
6765,Male,20,African-American,8,9,0,,-1,,0,
6766,Female,40,Caucasian,2,1,0,(F3),0,,0,
6767,Male,26,Caucasian,5,3,4,(F2),0,,0,
6768,Male,53,African-American,7,1,4,(F3),0,,0,
6769,Female,20,African-American,6,6,0,(F3),0,,0,
6770,Female,28,Caucasian,2,2,0,(M2),0,,0,
6771,Male,38,Hispanic,2,1,2,(M1),0,,0,
6772,Male,27,African-American,9,8,9,(F3),1,(F3),0,
6773,Male,55,Caucasian,3,1,0,(F3),0,,0,
6774,Male,59,Caucasian,1,1,0,(F3),0,,0,
6775,Male,22,African-American,7,6,1,(M1),0,,0,
6776,Male,32,Other,1,1,0,(F3),0,,0,
6777,Female,34,African-American,1,1,1,(F3),0,,0,
6778,Male,55,Caucasian,2,3,1,(M1),0,,0,
6779,Male,24,Hispanic,8,6,2,(F3),1,(F2),1,(F2)
6780,Female,47,African-American,9,6,21,(M1),1,(M1),0,
6781,Male,41,Other,1,1,0,(M1),0,,0,
6782,Female,22,Caucasian,5,6,0,,-1,,0,
6783,Male,41,Hispanic,3,1,0,(F3),0,,0,
6784,Male,23,African-American,3,4,0,,-1,,0,
6785,Male,61,African-American,3,4,12,(F3),0,,0,
6786,Male,54,Caucasian,6,1,0,,-1,,0,
6787,Female,34,Caucasian,2,1,0,(M1),0,,0,
6788,Male,57,African-American,1,1,3,(F3),0,,0,
6789,Male,22,African-American,8,6,0,,-1,,0,
6790,Female,38,Caucasian,3,2,2,(M1),0,,0,
6791,Male,25,Caucasian,4,3,13,(F3),1,(M2),0,
6792,Male,72,African-American,4,1,8,(F3),0,,0,
6793,Male,23,African-American,2,3,0,(F3),1,(M1),1,(F3)
6794,Male,29,African-American,1,2,0,(M1),0,,0,
6795,Male,23,Caucasian,5,6,3,(F2),0,,0,
6796,Male,24,African-American,3,4,1,(F3),0,,0,
6797,Male,20,African-American,3,5,0,(F3),0,,0,
6798,Male,44,Caucasian,8,5,1,(F3),0,,0,
6799,Female,38,Caucasian,1,1,1,(M1),0,,0,
6800,Male,56,African-American,2,2,5,(F1),1,(M1),0,
6801,Male,43,Caucasian,2,1,2,(F3),1,(F3),0,
6802,Male,22,African-American,3,5,0,(F7),1,(F3),0,
6803,Female,41,Caucasian,8,8,11,(F3),0,,0,
